year,row,respondent_id,collector_id,start_date,end_date,ip_address,email_address,first_name,last_name,custom_data_1,how_often_use_R,how_often_use_Excel,how_often_use_GoogleSheets,how_often_use_SAS,how_often_use_Python,how_often_use_Tableau,how_often_use_MATLAB,how_often_use_PowerBI,how_often_use_SQL,how_proficient_R,how_proficient_Excel,how_proficient_GoogleSheets,how_proficient_SAS,how_proficient_Python,how_proficient_Tableau,how_proficient_MATLAB,how_proficient_PowerBI,how_proficient_SQL,suited_ratemaking_R,suited_reserving_R,suited_capital_modeling_R,suited_ratemaking_Excel,suited_reserving_Excel,suited_capital_modeling_Excel,suited_ratemaking_GoogleSheets,suited_reserving_GoogleSheets,suited_capital_modeling_GoogleSheets,suited_ratemaking_SAS,suited_reserving_SAS,suited_capital_modeling_SAS,suited_ratemaking_Python,suited_reserving_Python,suited_capital_modeling_Python,suited_ratemaking_Tableau,suited_reserving_Tableau,suited_capital_modeling_Tableau,suited_ratemaking_MATLAB,suited_reserving_MATLAB,suited_capital_modeling_MATLAB,suited_ratemaking_PowerBI,suited_reserving_PowerBI,suited_capital_modeling_PowerBI,suited_ratemaking_SQL,suited_reserving_SQL,suited_capital_modeling_SQL,what_other_tools_should_be_added,increase_proficiency_R,increase_proficiency_Excel,increase_proficiency_GoogleSheets,increase_proficiency_SAS,increase_proficiency_Python,increase_proficiency_Tableau,increase_proficiency_MATLAB,increase_proficiency_PowerBI,increase_proficiency_SQL,increase_proficiency_other,barrier_learning_inadequate_staff,barrier_learning_lack_of_management_support,barrier_learning_lack_of_it_support,barrier_learning_financial_cost,barrier_learning_not_enough_time,barrier_learning_no_perceived_benefit,barrier_learning_other,barrier_implementation_inadequate_staff,barrier_implementation_lack_of_management_support,barrier_implementation_lack_of_it_support,barrier_implementation_financial_cost,barrier_implementation_not_enough_time,barrier_implementation_no_perceived_benefit,barrier_implementation_other,technique_use_linear_models,technique_use_credibility,technique_use_premium_adjustment,technique_use_excess_loss_analysis,technique_use_bayesian,technique_use_bornhuetter_ferguson,technique_use_time_series,technique_use_aideep_learning,technique_use_chain_ladder,technique_use_tree_based_methods,technique_use_unsupervised_learning,technique_use_other,additional_comments,designation,age,where_are_you_located,located_other,what_type_of_company_do_you_work_for,type_of_company_other,actuaries_at_my_organization,years_of_experience,how_often_use_Other,how_proficient_Other,suited_Other,barrier_technique_inadequate_staff,barrier_technique_lack_of_management_support,barrier_technique_lack_of_it_support,barrier_technique_financial_cost,barrier_technique_not_enough_time,barrier_technique_no_perceived_benefit,barrier_technique_other,new_tech_to_adopt,should_have_asked,how_often_use_Other_specific,how_proficient_Other_specific,suited_ratemaking_Other,suited_reserving_Other,suited_capital_modeling_Other,suited_Other_specific,learning_plan_self_study,learning_plan_online,learning_plan_in_person,learning_plan_other,technique_use_frequency_severity,technique_use_triangle_based,technique_use_simulation,barrier_technique_lack_of_knowledge,designation_none,designation_acas,designation_fcas,designation_cspa,ok_with_being_contacted
2021,11,12825305290,405148313,7/16/2021 17:35,7/16/2021 17:39,NA,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Less than once a month,At least once a day,,Advanced,,Advanced,,,,,Intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",,Chain-ladder,,Unsupervised learning methods like clustering or PCA,,,FCAS,41-50 years old,United States,,Insurance company,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,12,12825293069,405148313,7/16/2021 17:26,7/16/2021 17:31,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,Basic stuff,Advanced,Not at all,Basic stuff,Not at all,Not at all,Not at all,Not at all,Basic stuff,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Very much so,Somewhat,,R,,,,,,,,SQL,,,,,,Not enough time,,,,,,Financial cost,Not enough time,,,,,,Excess loss analysis,,,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Reinsurance company,,25-Nov,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,13,12825281219,405148313,7/16/2021 17:19,7/16/2021 17:24,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,About once a month,Not at all,About once a month,Not at all,About once a week,Less than once a month,Basic stuff,Advanced,Intermediate,Advanced,Basic stuff,Basic stuff,Not at all,Basic stuff,Intermediate,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Somewhat,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Somewhat,Unsure,,R,,,,Python,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,,,,,,,Not enough time,,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,31-40 years old,Canada,,Insurance company,,25-Nov,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,14,12825067942,405148313,7/16/2021 15:15,7/16/2021 15:20,NA,NA,NA,NA,NA,About once a month,At least once a day,About once a month,Not at all,Not at all,Not at all,Not at all,Not at all,Less than once a month,Intermediate,Advanced,Basic stuff,Basic stuff,Basic stuff,Basic stuff,Intermediate,Basic stuff,Intermediate,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,R,,Google Sheets,,,,,,,,,,,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",AI/deep learning,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,I think wider use of open source languages really limits or even eliminates the need for separate data visualization and dashboarding tools (like Tableau and PowerBI).,ACAS,31-40 years old,United States,,Insurance company,,25-Nov,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,15,12824958477,405148313,7/16/2021 14:16,7/16/2021 14:21,NA,NA,NA,NA,NA,Not at all,At least once a day,Less than once a month,About once a month,Not at all,Less than once a month,Not at all,About once a month,Not at all,Not at all,Advanced,Basic stuff,Basic stuff,Not at all,Basic stuff,Not at all,Intermediate,Not at all,Not at all,Unsure,Not at all,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,,,,SAS,,,,A business intelligence dashboarding tool like Power BI,,,,,,,Not enough time,No perceived benefit,,,,,,,No perceived benefit,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,51-60 years old,United States,,Insurance company,,10-Jun,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,16,12824944340,405148313,7/16/2021 14:08,7/16/2021 14:14,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Less than once a month,Less than once a month,Less than once a month,Not at all,Less than once a month,Not at all,Not at all,Basic stuff,Expert,Not at all,Basic stuff,Basic stuff,Not at all,Intermediate,Not at all,Basic stuff,Somewhat,Not at all,Somewhat,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Very much so,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,Unsure,Unsure,Unsure,Somewhat,Not at all,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,No,,,,,Python,,,,,,,Lack of management support,,,Not enough time,,,Insufficient/inadequate staff,Lack of management support,,,,,,,,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,31-40 years old,Asia,,Reinsurance company,,5-Jan,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,17,12824936585,405148313,7/16/2021 14:05,7/16/2021 14:10,NA,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Not at all,About once a week,About once a month,Not at all,Not at all,At least once a day,Advanced,Advanced,Intermediate,Advanced,Basic stuff,Basic stuff,Basic stuff,Not at all,Advanced,Very much so,Somewhat,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Very much so,Somewhat,Unsure,Somewhat,Not at all,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Somewhat,Somewhat,Unsure,specialized actuarial tools ,,,,,Python,,,,,,,,,,Not enough time,,,,,,Financial cost,,,,"Linear regression, including GLMs",,,,,,,AI/deep learning,,Tree-based methods like random forests,,,,FCAS,Up to 30 years old,Canada,,Insurance company,,51-200,Less than 5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,18,12824818124,405148313,7/16/2021 13:03,7/16/2021 13:11,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Less than once a month,At least once a day,Not at all,At least once a day,At least once a day,Not at all,Advanced,Basic stuff,Advanced,Not at all,Intermediate,Not at all,Intermediate,Advanced,Very much so,Somewhat,Somewhat,Very much so,Very much so,Somewhat,Not at all,Not at all,Not at all,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Not at all,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,,,,,Python,A data visualization tool like Tableau,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,Lack of management support,Lack of IT support,,Not enough time,,,Insufficient/inadequate staff,,Lack of IT support,Financial cost,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,Unsupervised learning methods like clustering or PCA,,,FCAS,31-40 years old,"United Kingdom, Ireland",,Insurance company,,25-Nov,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,19,12824809267,405148313,7/16/2021 12:55,7/16/2021 13:07,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Expert,Not at all,Basic stuff,Not at all,Not at all,Not at all,Not at all,Basic stuff,Somewhat,Somewhat,Somewhat,Very much so,,,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,"Emblem, maybe Igloo - I'm not keeping up with developments or competitors....",,,,,,,,,,"I may need to learn something ad hoc, but nothing planned.",,,,,,,"Numerous other priorities, and wide usage of flexible MS Office tools",,,,,,,Other priorities - regulatory but not tech-focused work,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,61 or older,United States,,Government or regulatory organization,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,20,12824701780,405148313,7/16/2021 12:14,7/16/2021 12:18,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Less than once a month,Less than once a month,About once a week,Less than once a month,About once a week,At least once a day,Basic stuff,Expert,Basic stuff,Intermediate,Basic stuff,Intermediate,Not at all,Basic stuff,Expert,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Very much so,Unsure,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,R,,,,Python,,,,,,,,,,Not enough time,,,,,,,,,,"Linear regression, including GLMs",,,Excess loss analysis,,,,,,,,,,ACAS,31-40 years old,Canada,,Insurance company,,51-200,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,21,12824692112,405148313,7/16/2021 12:10,7/16/2021 12:14,NA,NA,NA,NA,NA,At least once a day,At least once a day,Not at all,Not at all,About once a week,About once a month,Not at all,About once a month,About once a week,Expert,Expert,Intermediate,Intermediate,Advanced,Basic stuff,Intermediate,Basic stuff,Intermediate,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Somewhat,"Neural network based languages: Tensorflow, PyTorch  Probabilistic programming languages: Stan, Tensorflow Probability, Pyro, etc.",R,,,,Python,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,Lack of IT support,,Not enough time,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,"Bayesian analysis, and/or MCMC",,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,,,,FCAS,41-50 years old,United States,,Insurance company,,51-200,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,22,12824688654,405148313,7/16/2021 12:10,7/16/2021 12:13,NA,NA,NA,NA,NA,At least once a day,At least once a day,About once a month,Not at all,Not at all,About once a month,Not at all,Not at all,Less than once a month,Advanced,Advanced,Intermediate,Intermediate,Not at all,Basic stuff,Not at all,Not at all,Basic stuff,Very much so,Somewhat,Unsure,Very much so,Very much so,Unsure,Somewhat,Somewhat,Unsure,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,,R,Excel,,,,,,A business intelligence dashboarding tool like Power BI,SQL,,,,Lack of IT support,,Not enough time,No perceived benefit,,,,,,,,,"Linear regression, including GLMs",Credibility,,,,,"Time series analysis, including claim trend analysis",,Chain-ladder,Tree-based methods like random forests,Unsupervised learning methods like clustering or PCA,,,FCAS,Up to 30 years old,United States,,Insurance company,,200+,Between 5 and 10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,23,12824580382,405148313,7/16/2021 11:22,7/16/2021 11:26,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,Expert,Intermediate,Basic stuff,Not at all,Not at all,Not at all,Not at all,Basic stuff,Very much so,Somewhat,Very much so,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Somewhat,Somewhat,Powerpoint for output,R,,,,,,,,,,,,,,Not enough time,No perceived benefit,,,,,,,No perceived benefit,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,Canada,,Consulting Firm,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,24,12824578840,405148313,7/16/2021 11:08,7/16/2021 11:26,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,About once a month,Not at all,Intermediate,Basic stuff,Not at all,Not at all,Basic stuff,Not at all,Basic stuff,Basic stuff,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Not at all,Unsure,Unsure,Somewhat,Unsure,Unsure,,,Excel,,,,,,,SQL,,,,,,,,,,,,,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,ACAS,51-60 years old,United States,,Insurance company,,26-50,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,25,12824502660,405148313,7/16/2021 10:48,7/16/2021 10:55,NA,NA,NA,NA,NA,Not at all,At least once a day,About once a month,About once a month,Not at all,Not at all,Not at all,Not at all,About once a month,Not at all,Advanced,Advanced,Intermediate,Not at all,Not at all,Not at all,Not at all,Intermediate,Very much so,Somewhat,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Somewhat,Very much so,Somewhat,,,Somewhat,Somewhat,Very much so,Not at all,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Glm tools,R,,,,Python,,,,SQL,,,,,Financial cost,,No perceived benefit,,Insufficient/inadequate staff,,,Financial cost,,,,"Linear regression, including GLMs",Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,ACAS,31-40 years old,Canada,,Insurance company,,26-50,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,26,12824496842,405148313,7/16/2021 10:48,7/16/2021 10:52,NA,NA,NA,NA,NA,About once a week,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Advanced,Basic stuff,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,R,,,,,,,,,,,,,,Not enough time,,,,,,,Not enough time,,,"Linear regression, including GLMs",,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Consulting Firm,,200+,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,27,12824444211,405148313,7/16/2021 9:41,7/16/2021 10:31,NA,NA,NA,NA,NA,Less than once a month,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Basic stuff,Expert,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Somewhat,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,@Risk,,,,,Python,A data visualization tool like Tableau,,,,,Insufficient/inadequate staff,Lack of management support,,,,,,,,,,Not enough time,No perceived benefit,,"Linear regression, including GLMs",Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,Markov chains & matrices,,FCAS,31-40 years old,Canada,,Broker or (re)insurance intermediary,,51-200,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,28,12824431456,405148313,7/16/2021 10:11,7/16/2021 10:25,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,At least once a day,Not at all,Expert,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Intermediate,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Not at all,Not at all,Not at all,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,,,,,,,,,,None,,,,,Not enough time,,,Insufficient/inadequate staff,,,Financial cost,Not enough time,,,,,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,29,12824422009,405148313,7/16/2021 10:14,7/16/2021 10:21,NA,NA,NA,NA,NA,About once a month,At least once a day,Not at all,About once a week,Not at all,At least once a day,Not at all,At least once a day,Not at all,Basic stuff,Expert,Not at all,Basic stuff,Not at all,Basic stuff,Not at all,Basic stuff,Basic stuff,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,,R,,,,,A data visualization tool like Tableau,,A business intelligence dashboarding tool like Power BI,,,Insufficient/inadequate staff,,,,Not enough time,,,,,,,Not enough time,,,,Credibility,,,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Other financial institution,,5-Jan,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,30,12824344725,405148313,7/16/2021 9:44,7/16/2021 9:48,NA,NA,NA,NA,NA,,At least once a day,Not at all,Not at all,Less than once a month,About once a week,Not at all,Less than once a month,At least once a day,Basic stuff,Expert,Not at all,Not at all,Basic stuff,Intermediate,Not at all,Intermediate,Intermediate,Very much so,Very much so,Very much so,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Very much so,Very much so,Somewhat,Somewhat,Somewhat,Unsure,Unsure,Unsure,Somewhat,Somewhat,Somewhat,Very much so,Very much so,Very much so,,R,,,,,A data visualization tool like Tableau,,,,,,Lack of management support,,,Not enough time,,,,Lack of management support,,,Not enough time,,,,Credibility,Premium adjustment,Excess loss analysis,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,51-200,More than 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,31,12824279962,405148313,7/16/2021 9:15,7/16/2021 9:19,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,About once a week,About once a month,Not at all,Advanced,Not at all,Not at all,Not at all,Not at all,Not at all,Intermediate,Basic stuff,Unsure,Very much so,Unsure,Very much so,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Somewhat,Unsure,Very much so,Very much so,Very much so,,,,,,,,,A business intelligence dashboarding tool like Power BI,SQL,,,,,,Not enough time,,,,,,Financial cost,Not enough time,,,"Linear regression, including GLMs",Credibility,,,,Bornhuetter-Ferguson,,,Chain-ladder,,,,,FCAS,41-50 years old,United States,,Insurance company,,25-Nov,Between 15 and 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,32,12824277446,405148313,7/16/2021 9:14,7/16/2021 9:18,NA,NA,NA,NA,NA,Not at all,At least once a day,Not at all,Not at all,Not at all,Not at all,Not at all,About once a week,At least once a day,Not at all,Expert,Not at all,Basic stuff,Not at all,Not at all,Not at all,Basic stuff,Intermediate,Unsure,Unsure,Unsure,Very much so,Very much so,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Unsure,Somewhat,Unsure,Unsure,Very much so,Unsure,Unsure,,,,,,,,,A business intelligence dashboarding tool like Power BI,SQL,,Insufficient/inadequate staff,,,,Not enough time,,,Insufficient/inadequate staff,,,,Not enough time,,,,Credibility,,Excess loss analysis,,Bornhuetter-Ferguson,"Time series analysis, including claim trend analysis",,Chain-ladder,,,,,FCAS,31-40 years old,United States,,Insurance company,,51-200,Between 10 and 15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
