respondent_id,actuarial_credential,age,where_are_you_located,what_type_of_company_do_you_work_for,actuaries_at_my_organization,years_of_experience,year
202300160,None,NA,Asia,Insurance,"(0, 5]","(0, 5)",2023
202300161,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300162,ACAS,"(50, 60]",United States,Reinsurance,"(5, 10]","[20, Inf)",2023
202300163,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2023
202300164,FCAS,"(50, 60]",United States,Consulting,"(200, Inf)","[20, Inf)",2023
202300165,None,"(30, 40]",Asia,Insurance,"(0, 5]","[10, 15)",2023
202300166,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300167,None,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300168,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300169,FCAS,"(30, 40]",United States,Other,"(25, 50]","[10, 15)",2023
202300170,None,"(0, 30]",United States,Broker,"(50, 200]","(0, 5)",2023
202300171,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300172,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300173,None,"(30, 40]",Canada,Insurance,"(50, 200]","(0, 5)",2023
202300174,None,"(40, 50]",Canada,Consulting,"(0, 5]","[15, 20)",2023
202300175,ACAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300176,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300177,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300178,None,"(30, 40]",Other,Insurance,"(0, 5]","[10, 15)",2023
202300179,ACAS,"(40, 50]",United States,Other,"(5, 10]","[10, 15)",2023
202300180,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300181,None,"(30, 40]",United States,Insurance,"(5, 10]","(0, 5)",2023
202300182,ACAS,"(40, 50]",United States,Reinsurance,"(5, 10]","[15, 20)",2023
202300183,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300184,None,NA,NA,NA,NA,NA,2023
202300185,None,"(0, 30]",Asia,Insurance,"(0, 5]","(0, 5)",2023
202300186,FCAS,"(50, 60]",United States,Reinsurance,"(200, Inf)","[20, Inf)",2023
202300187,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300188,FCAS,"(40, 50]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300189,FCAS,"(30, 40]",United States,Other,"(5, 10]","[10, 15)",2023
202300190,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300191,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2023
202300192,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300193,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2023
202300194,FCAS,"(60, Inf)",Other,NA,NA,"[20, Inf)",2023
202300195,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300196,None,NA,NA,NA,NA,NA,2023
202300197,FCAS,"(0, 30]",Canada,Insurance,"(200, Inf)","[10, 15)",2023
202300198,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300199,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300200,ACAS,"(50, 60]",United States,Reinsurance,"(50, 200]","[20, Inf)",2023
202300201,ACAS,"(0, 30]",United States,Consulting,"(5, 10]","(0, 5)",2023
202300202,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300203,ACAS,"(30, 40]",Other,Reinsurance,"(10, 25]","[10, 15)",2023
202300204,None,"(30, 40]",Asia,Reinsurance,"(0, 5]","[5, 10)",2023
202300205,None,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300206,FCAS,"(30, 40]",United States,Consulting,"(25, 50]","[5, 10)",2023
202300207,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300208,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300209,None,"(30, 40]",United States,Broker,"(0, 5]","[5, 10)",2023
202300210,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2023
202300211,None,"(30, 40]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300212,ACAS,"(40, 50]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300213,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300214,None,"(0, 30]",Other,Insurance,"(25, 50]","(0, 5)",2023
202300215,FCAS,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300216,None,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300217,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300218,ACAS,"(50, 60]",United States,Broker,"(25, 50]","[20, Inf)",2023
202300219,ACAS,"(40, 50]",United States,Other,"(50, 200]","[5, 10)",2023
202300220,None,"(0, 30]",Canada,Consulting,"(10, 25]","(0, 5)",2023
202300221,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2023
202300222,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300223,None,"(40, 50]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300224,None,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300225,None,NA,United States,Insurance,"(10, 25]","[20, Inf)",2023
202300226,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300227,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300228,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300229,None,"(40, 50]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300230,ACAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300231,FCAS,"(30, 40]",United States,Other,"(0, 5]","[10, 15)",2023
202300232,FCAS,"(0, 30]",Canada,Other,"(0, 5]","[5, 10)",2023
202300233,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300234,ACAS,"(30, 40]",Canada,Insurance,"(5, 10]","[15, 20)",2023
202300235,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300236,None,NA,NA,Consulting,"(0, 5]","[20, Inf)",2023
202300237,None,"(30, 40]",United States,Insurance,"(200, Inf)","(0, 5)",2023
202300238,None,"(0, 30]",United States,Consulting,"(200, Inf)","(0, 5)",2023
202300239,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300240,FCAS,"(60, Inf)",Other,NA,NA,"[20, Inf)",2023
202300241,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300242,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300243,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300244,None,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300245,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300246,FCAS,"(30, 40]",Other,Insurance,"(10, 25]","[10, 15)",2023
202300247,FCAS,"(40, 50]",United States,Broker,"(10, 25]","[15, 20)",2023
202300248,None,"(0, 30]",Asia,Consulting,"(0, 5]","(0, 5)",2023
202300249,ACAS,"(60, Inf)",Other,Insurance,"(5, 10]","[20, Inf)",2023
202300250,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300251,None,"(30, 40]",United States,Other,"(25, 50]","(0, 5)",2023
202300252,None,"(0, 30]",United States,Reinsurance,"(10, 25]","(0, 5)",2023
202300253,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300254,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300255,FCAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2023
202300256,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300257,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300258,None,"(30, 40]",Other,Insurance,"(5, 10]","[5, 10)",2023
202300259,FCAS,"(60, Inf)",United States,Consulting,"(5, 10]","[20, Inf)",2023
202300260,None,"(30, 40]",Asia,Insurance,"(0, 5]","(0, 5)",2023
202300261,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2023
202300262,None,NA,United States,Reinsurance,"(10, 25]","[5, 10)",2023
202300263,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[15, 20)",2023
202300264,ACAS,"(50, 60]",United States,Broker,"(25, 50]","[20, Inf)",2023
202300265,ACAS,NA,United States,Insurance,NA,"[20, Inf)",2023
202300266,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300267,FCAS,"(30, 40]",Canada,Insurance,"(10, 25]","[5, 10)",2023
202300268,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300269,None,"(40, 50]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300270,ACAS,NA,United States,Insurance,"(50, 200]","[5, 10)",2023
202300271,FCAS,"(0, 30]",Canada,Reinsurance,"(0, 5]","[5, 10)",2023
202300272,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300273,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300274,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300275,ACAS,"(40, 50]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300276,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300277,None,"(0, 30]",United States,Insurance,NA,"(0, 5)",2023
202300278,None,"(0, 30]",United States,Consulting,"(25, 50]","(0, 5)",2023
202300279,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300280,None,"(0, 30]",Canada,Consulting,"(5, 10]","(0, 5)",2023
202300281,None,"(0, 30]",United States,Insurance,"(10, 25]","(0, 5)",2023
202300282,FCAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300283,ACAS,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2023
202300284,FCAS,"(30, 40]",United States,Consulting,"(0, 5]","[10, 15)",2023
202300285,FCAS,"(0, 30]",Canada,Insurance,"(10, 25]","[5, 10)",2023
202300286,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300287,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300288,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300289,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300290,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300291,FCAS,"(50, 60]",United States,Broker,"(0, 5]","[20, Inf)",2023
202300292,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300293,ACAS,"(60, Inf)",United States,Insurance,"(10, 25]","[20, Inf)",2023
202300294,FCAS,"(30, 40]",Asia,Reinsurance,"(25, 50]","[15, 20)",2023
202300295,FCAS,"(50, 60]",United States,Consulting,"(50, 200]","[20, Inf)",2023
202300296,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300297,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[15, 20)",2023
202300298,None,"(30, 40]",Asia,Insurance,"(0, 5]","(0, 5)",2023
202300299,FCAS,"(40, 50]",Asia,Insurance,"(0, 5]","[15, 20)",2023
202300300,FCAS,"(40, 50]",United States,Reinsurance,"(5, 10]","[10, 15)",2023
202300301,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300302,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300303,None,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300304,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2023
202300305,FCAS,"(30, 40]",United States,Other,"(5, 10]","[15, 20)",2023
202300306,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300307,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300308,ACAS,"(50, 60]",United States,Other,"(0, 5]","[5, 10)",2023
202300309,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300310,FCAS,"(60, Inf)",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300311,FCAS,"(30, 40]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300312,FCAS,"(40, 50]",United States,Reinsurance,"(5, 10]","[15, 20)",2023
202300313,None,"(0, 30]",Canada,Insurance,"(25, 50]","(0, 5)",2023
202300314,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300315,ACAS,"(40, 50]",United States,Other,"(10, 25]","[20, Inf)",2023
202300316,FCAS,"(40, 50]",United States,Reinsurance,"(25, 50]","[20, Inf)",2023
202300317,ACAS,"(40, 50]",United States,Insurance,"(200, Inf)","[15, 20)",2023
202300318,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300319,FCAS,"(0, 30]",United States,Broker,"(0, 5]","[5, 10)",2023
202300320,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300321,ACAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300322,FCAS,"(60, Inf)",United States,Reinsurance,"(0, 5]","[20, Inf)",2023
202300323,ACAS,"(30, 40]",Other,Insurance,"(0, 5]","[5, 10)",2023
202300324,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300325,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2023
202300326,FCAS,"(50, 60]",United States,Broker,"(10, 25]","[20, Inf)",2023
202300327,FCAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300328,FCAS,"(30, 40]",Asia,Other,"(0, 5]","[15, 20)",2023
202300329,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300330,ACAS,"(30, 40]",Canada,Insurance,"(10, 25]","[5, 10)",2023
202300331,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300332,FCAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300333,None,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300334,FCAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2023
202300335,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2023
202300336,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300337,None,"(30, 40]",United States,NA,"(0, 5]","(0, 5)",2023
202300338,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300339,FCAS,"(30, 40]",United States,Consulting,"(200, Inf)","[5, 10)",2023
202300340,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300341,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300342,None,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2023
202300343,ACAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300344,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[15, 20)",2023
202300345,None,"(0, 30]",Canada,Insurance,"(0, 5]","(0, 5)",2023
202300346,FCAS,"(30, 40]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300347,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300348,ACAS,"(40, 50]",United States,Broker,"(5, 10]","[20, Inf)",2023
202300349,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300350,FCAS,"(50, 60]",United States,Consulting,"(25, 50]","[20, Inf)",2023
202300351,None,"(30, 40]",Canada,Insurance,"(200, Inf)","[10, 15)",2023
202300352,FCAS,"(0, 30]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300353,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300354,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300355,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300356,FCAS,"(30, 40]",United States,Reinsurance,"(10, 25]","[10, 15)",2023
202300357,ACAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300358,None,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300359,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300360,None,"(0, 30]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300361,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300362,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300363,ACAS,NA,United States,Other,"(0, 5]","[20, Inf)",2023
202300364,FCAS,"(50, 60]",Other,Insurance,"(50, 200]","[20, Inf)",2023
202300365,None,"(30, 40]",Asia,Insurance,"(0, 5]","(0, 5)",2023
202300366,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300367,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2023
202300368,FCAS,"(50, 60]",United States,Other,"(0, 5]","[20, Inf)",2023
202300369,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300370,ACAS,NA,United States,Insurance,NA,"[20, Inf)",2023
202300371,FCAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300372,None,"(0, 30]",United States,Insurance,"(5, 10]","(0, 5)",2023
202300373,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300374,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300375,FCAS,"(0, 30]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300376,None,NA,NA,NA,NA,NA,2023
202300377,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300378,FCAS,"(40, 50]",United States,Other,"(50, 200]","[20, Inf)",2023
202300379,ACAS,"(50, 60]",United States,Reinsurance,"(10, 25]","[20, Inf)",2023
202300380,FCAS,"(60, Inf)",United States,Consulting,"(50, 200]","[20, Inf)",2023
202300381,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300382,FCAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300383,FCAS,"(40, 50]",United States,Broker,"(50, 200]","[20, Inf)",2023
202300384,FCAS,"(50, 60]",United States,Insurance,"(5, 10]","[20, Inf)",2023
202300385,ACAS,"(40, 50]",United States,Consulting,"(0, 5]","[10, 15)",2023
202300386,FCAS,"(30, 40]",United States,Other,"(0, 5]","[15, 20)",2023
202300387,ACAS,"(40, 50]",Other,Consulting,"(0, 5]","[15, 20)",2023
202300388,FCAS,"(60, Inf)",United States,Other,"(0, 5]","[20, Inf)",2023
202300389,ACAS,"(50, 60]",United States,Consulting,"(5, 10]","[20, Inf)",2023
202300390,ACAS,"(40, 50]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300391,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300392,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300393,None,"(0, 30]",United States,Broker,"(50, 200]","(0, 5)",2023
202300394,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300395,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300396,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300397,FCAS,"(30, 40]",Canada,Insurance,"(200, Inf)","[10, 15)",2023
202300398,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300399,ACAS,"(60, Inf)",United States,Reinsurance,"(25, 50]","[20, Inf)",2023
202300400,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[10, 15)",2023
202300401,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300402,FCAS,"(40, 50]",Other,Consulting,"(25, 50]","[15, 20)",2023
202300403,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300404,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300405,ACAS,"(40, 50]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300406,ACAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2023
202300407,FCAS,"(0, 30]",United States,Reinsurance,"(50, 200]","[5, 10)",2023
202300408,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300409,FCAS,"(40, 50]",United States,Reinsurance,"(0, 5]","[15, 20)",2023
202300410,ACAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300411,FCAS,"(40, 50]",United States,Reinsurance,"(0, 5]","[20, Inf)",2023
202300412,FCAS,"(30, 40]",United States,Insurance,"(25, 50]","[10, 15)",2023
202300413,ACAS,"(50, 60]",United States,Insurance,"(0, 5]","[20, Inf)",2023
202300414,FCAS,"(40, 50]",Canada,Insurance,"(0, 5]","[20, Inf)",2023
202300415,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300416,ACAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300417,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300418,None,"(30, 40]",Canada,Insurance,"(25, 50]","[10, 15)",2023
202300419,FCAS,"(50, 60]",United States,Other,"(10, 25]","[20, Inf)",2023
202300420,FCAS,"(50, 60]",United States,Reinsurance,"(25, 50]","[20, Inf)",2023
202300421,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2023
202300422,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300423,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","[5, 10)",2023
202300424,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300425,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2023
202300426,FCAS,"(60, Inf)",United States,NA,"(0, 5]","[20, Inf)",2023
202300427,FCAS,"(30, 40]",United States,Consulting,"(50, 200]","[5, 10)",2023
202300428,FCAS,"(40, 50]",United States,Broker,"(0, 5]","[20, Inf)",2023
202300429,FCAS,"(0, 30]",Canada,Insurance,"(50, 200]","[5, 10)",2023
202300430,None,"(30, 40]",United States,Insurance,"(5, 10]","[5, 10)",2023
202300431,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[15, 20)",2023
202300432,FCAS,"(40, 50]",United States,Other,"(0, 5]","[15, 20)",2023
202300433,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300434,ACAS,"(30, 40]",United States,Insurance,"(10, 25]","[5, 10)",2023
202300435,ACAS,"(60, Inf)",United States,Consulting,"(5, 10]","[20, Inf)",2023
202300436,FCAS,"(40, 50]",United States,Insurance,"(200, Inf)","[10, 15)",2023
202300437,ACAS,"(0, 30]",United States,Insurance,"(200, Inf)","(0, 5)",2023
202300438,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[15, 20)",2023
202300439,ACAS,"(30, 40]",United States,Insurance,"(50, 200]","[10, 15)",2023
202300440,FCAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300441,FCAS,"(30, 40]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300442,ACAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2023
202300443,ACAS,"(50, 60]",United States,Insurance,"(25, 50]","[20, Inf)",2023
202300444,None,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300445,FCAS,"(30, 40]",United States,Insurance,"(10, 25]","[15, 20)",2023
202300446,None,"(0, 30]",Asia,Insurance,"(5, 10]","[5, 10)",2023
202300447,FCAS,"(0, 30]",United States,Consulting,"(50, 200]","[5, 10)",2023
202300448,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2023
202300449,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300450,None,"(40, 50]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300451,None,"(40, 50]",United States,Insurance,"(25, 50]","[5, 10)",2023
202300452,ACAS,"(30, 40]",United States,Insurance,"(5, 10]","[10, 15)",2023
202300453,ACAS,"(50, 60]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300454,FCAS,"(50, 60]",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300455,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300456,FCAS,"(0, 30]",Canada,Insurance,"(25, 50]","[5, 10)",2023
202300457,FCAS,"(40, 50]",Canada,Insurance,"(10, 25]","[15, 20)",2023
202300458,None,"(30, 40]",Asia,Insurance,"(5, 10]","(0, 5)",2023
202300459,None,"(0, 30]",Asia,Other,"(5, 10]","(0, 5)",2023
202300460,None,"(0, 30]",Asia,Insurance,"(25, 50]","(0, 5)",2023
202300461,FCAS,"(60, Inf)",United States,NA,NA,"[20, Inf)",2023
202300462,None,"(30, 40]",Other,Insurance,"(0, 5]","[5, 10)",2023
202300463,ACAS,"(30, 40]",United States,Consulting,"(25, 50]","[10, 15)",2023
202300464,FCAS,"(60, Inf)",United States,Consulting,"(0, 5]","[20, Inf)",2023
202300465,None,"(0, 30]",Canada,Insurance,"(50, 200]","(0, 5)",2023
202300466,ACAS,"(30, 40]",United States,Insurance,"(0, 5]","[5, 10)",2023
202300467,ACAS,"(0, 30]",Asia,Reinsurance,"(0, 5]","(0, 5)",2023
202300468,FCAS,"(30, 40]",United States,Broker,"(10, 25]","[10, 15)",2023
202300469,None,"(30, 40]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300470,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","[5, 10)",2023
202300471,FCAS,"(0, 30]",United States,Insurance,"(25, 50]","(0, 5)",2023
202300472,None,"(40, 50]",Asia,Other,"(0, 5]","(0, 5)",2023
202300473,ACAS,"(50, 60]",United States,Insurance,"(200, Inf)","[20, Inf)",2023
202300474,FCAS,"(30, 40]",United States,Insurance,"(0, 5]","[10, 15)",2023
202300475,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[20, Inf)",2023
202300476,None,"(0, 30]",United States,Other,"(50, 200]","(0, 5)",2023
202300477,FCAS,"(0, 30]",United States,Insurance,"(50, 200]","(0, 5)",2023
202300478,FCAS,"(40, 50]",United States,Insurance,"(5, 10]","[15, 20)",2023
202300479,None,"(30, 40]",Asia,Insurance,"(0, 5]","[5, 10)",2023
202300480,FCAS,"(0, 30]",United States,Reinsurance,"(5, 10]","[5, 10)",2023
202300481,None,"(30, 40]",Asia,Insurance,"(5, 10]","[5, 10)",2023
202300482,FCAS,"(40, 50]",United States,Insurance,"(50, 200]","[20, Inf)",2023
202300483,ACAS,"(0, 30]",United States,Consulting,"(50, 200]","[5, 10)",2023
202300484,None,"(0, 30]",United States,Other,"(0, 5]","[5, 10)",2023
202300485,FCAS,"(40, 50]",United States,Other,"(0, 5]","[20, Inf)",2023
202300486,FCAS,"(40, 50]",United States,Insurance,"(10, 25]","[10, 15)",2023
202300487,ACAS,"(0, 30]",United States,Consulting,"(50, 200]","(0, 5)",2023
202300488,FCAS,"(40, 50]",United States,Insurance,"(25, 50]","[20, Inf)",2023
